,Name,Comment,Time,Likes,Reply Count,score,Comment_clean
218,Steve Schulz,This is the first time I&#39;ve wanted to shout &quot;NEEEEEERD!&quot; while watching something on Nerdist.,2021-08-04T00:51:55Z,3,1,0.0,This is the first time I&39;ve wanted to shout &quot;NEEEEEERD!&quot; while watching something on Nerdist.
219,Nitesh Mangsatabam,You guys completely forgot to talk about the woke elements they are gonna put in the series that will ultimately lead to the series&#39; early demise..,2021-08-04T00:32:23Z,1,2,0.0,You guys completely forgot to talk about the woke elements they are gonna put in the series that will ultimately lead to the series&39; early demise..
220,Ryan Badagliacco,I have read all of the books multiple times. As soon as I saw the two trees of Valinor I was so hyped,2021-08-04T00:31:02Z,9,1,0.0,I have read all of the books multiple times. As soon as I saw the two trees of Valinor I was so hyped
221,Andy Adventuring,I am not convinced the show won&#39;t alter the lore so a familiar villain (Sauron) replaces Melkor and is the one that destroys the trees.,2021-08-04T00:28:57Z,1,6,-0.8669,I am not convinced the show won&39;t alter the lore so a familiar villain (Sauron) replaces Melkor and is the one that destroys the trees.
222,Geribaldi's Games,"WOW, you and Stephen Colbert need to have a conversation.",2021-08-04T00:28:10Z,7,0,0.6739,WOW you and Stephen Colbert need to have a conversation.
223,Demographic Graphics,Very much looking forward to this.,2021-08-04T00:13:47Z,28,0,0.0,Very much looking forward to this.
224,Green Gun,Excellent update. Thanks Dan!,2021-08-04T00:08:22Z,6,1,0.784,Excellent update. Thanks Dan!
225,Skylar M,So they know Sauron was once Mairon but they don&#39;t know that the Years of the Trees and the First Age are two separate time periods...,2021-08-04T00:06:03Z,1,3,0.0,So they know Sauron was once Mairon but they don&39;t know that the Years of the Trees and the First Age are two separate time periods...
226,Alejandro 43,Easily my most anticipated show next year,2021-08-04T00:05:57Z,6,0,0.34,Easily my most anticipated show next year
227,MrHoffie1,I am so excited!!!,2021-08-04T00:01:11Z,3,0,0.5528,I am so excited!!!
228,Maxen Jones,I’ve never watched the Lord of Rings movies or books but Dan make me curious.. any know where I can start learning of the Lore?,2021-08-03T23:46:14Z,2,5,0.0,I’ve never watched the Lord of Rings movies or books but Dan make me curious.. any know where I can start learning of the Lore?
229,Matt Something,We get a date for Lord of the Rings in 2022 but we still don’t have a date in November for the Wheel of Time series premiering this year.,2021-08-03T23:37:49Z,0,6,0.0,We get a date for Lord of the Rings in 2022 but we still don’t have a date in November for the Wheel of Time series premiering this year.
230,Lleng Such,"Cash-in prequels - no thanks. Meesa learned that particular lesson in 1999.<br>And December 2012 with An Unexpected Turkey.<br>As the saying goes, fool me once, shame on — shame on you. Fool me — you can&#39;t get fooled again.",2021-08-03T23:31:30Z,6,1,-0.9169,Cash-in prequels - no thanks. Meesa learned that particular lesson in 1999.brAnd December 2012 with An Unexpected Turkey.brAs the saying goes fool me once shame on — shame on you. Fool me — you can&39;t get fooled again.
231,Bobby Gipson,"I wonder how many, “Uhm Actually” comments there will be.",2021-08-03T23:30:44Z,19,6,0.0,I wonder how many “Uhm Actually” comments there will be.
232,Noah Henson,Morgoth is like Satan. Sauron is like Dracula. You&#39;re welcome.,2021-08-03T23:24:55Z,8,0,0.7906,Morgoth is like Satan. Sauron is like Dracula. You&39;re welcome.
233,Sir Nexyyy7,"this picture is not the first age, it&#39;s the Years of the Trees, the first age begins few moments after the Trees are destroyed by Melkor and Ungolianth, when Yavanna collects two fruits from the Trees and makes them the Sun and the Moon",2021-08-03T23:14:06Z,14,2,-0.4939,this picture is not the first age it&39;s the Years of the Trees the first age begins few moments after the Trees are destroyed by Melkor and Ungolianth when Yavanna collects two fruits from the Trees and makes them the Sun and the Moon
234,Zac Atkinson,Nice rundown,2021-08-03T23:07:23Z,0,0,0.4215,Nice rundown
235,Dave Taylor,Fascinating to see if this succeds.  It takes place in a lesser known time frame than the main LofR series and so might not catch or keep people&#39;s attention.,2021-08-03T22:56:35Z,0,8,0.5423,Fascinating to see if this succeds.  It takes place in a lesser known time frame than the main LofR series and so might not catch or keep people&39;s attention.
236,Jonathan Metzger,If this bombs it is going to be really bad. It is so expensive and if it isn’t perfect people won’t watch.,2021-08-03T22:45:58Z,5,9,-0.024,If this bombs it is going to be really bad. It is so expensive and if it isn’t perfect people won’t watch.
237,Official Filmilen,The first image is Valinor,2021-08-03T22:44:43Z,4,2,0.0,The first image is Valinor
238,Michael Johnson,This is before the first age.,2021-08-03T22:43:40Z,4,2,0.0,This is before the first age.
239,Legacy Physiology,"I can&#39;t wait until the next year, i really like lord of the rings trilogy and i am very hopeful for the upcoming lord of the rings series!",2021-08-03T22:43:02Z,20,2,0.7703,I can&39;t wait until the next year i really like lord of the rings trilogy and i am very hopeful for the upcoming lord of the rings series!
240,Milan Ugrinovic,I want to Ungoliant at least in the intro.,2021-08-03T22:35:57Z,4,1,0.0772,I want to Ungoliant at least in the intro.
241,Michael Molino,Dan Casey is the man.,2021-08-03T22:31:38Z,0,0,0.0,Dan Casey is the man.
242,No Name,Does this mean that the &quot;morons&quot; are the most powerful beings on earth?,2021-08-03T22:25:03Z,4,1,0.4754,Does this mean that the &quot;morons&quot; are the most powerful beings on earth?
243,Western Knight,It may look nice but it&#39;s going to be full of bs identity politics.<br><br>The phrase &quot;you can&#39;t polish a turd&quot; comes to mind.,2021-08-03T22:17:44Z,3,10,0.2263,It may look nice but it&39;s going to be full of bs identity politics.brbrThe phrase &quot;you can&39;t polish a turd&quot; comes to mind.
244,j j,"Damnit Nerdist, thats not Valmar, it&#39;s Tirion, the city of the Noldor in the Calacirya, the mountain pass between the Pelori Mountains. Whence why in the image you can clearly see the slopes of really sheer mountainsides on either end. It was founded there so that the Elves could still feel the breeze of the winds from Middle-Earth. Get your facts straight! /s",2021-08-03T22:16:57Z,32,24,0.126,Damnit Nerdist thats not Valmar it&39;s Tirion the city of the Noldor in the Calacirya the mountain pass between the Pelori Mountains. Whence why in the image you can clearly see the slopes of really sheer mountainsides on either end. It was founded there so that the Elves could still feel the breeze of the winds from Middle-Earth. Get your facts straight! /s
245,Smug Cat,Lord of the rings: 🎶and I will walk 5000 miles to throw the ring into a volcano🎶 <br>Should be the title,2021-08-03T22:14:42Z,2,0,0.0,Lord of the rings: 🎶and I will walk 5000 miles to throw the ring into a volcano🎶 brShould be the title
246,israel evans,I hope they don’t make like Gandalf gay or something,2021-08-03T22:12:15Z,4,10,0.6597,I hope they don’t make like Gandalf gay or something
247,Clutch & Throttle,Haha yeah Katie Perry should’ve put a ring on it right? Idk i never watched the movies,2021-08-03T22:11:15Z,2,2,0.5859,Haha yeah Katie Perry should’ve put a ring on it right? Idk i never watched the movies
248,Torque the prisoner,lord of the rings 2 the search for more money,2021-08-03T22:07:06Z,9,3,0.0,lord of the rings 2 the search for more money
249,❌DONT READ MY PICTURE❌,Vroom is the first time I had the best cha- is the norm in a way to the point is a great rapper in the game <br><br>👇🛑 <b>DONT MAKE THIS BLUE</b> 🛑,2021-08-03T22:06:59Z,0,0,0.8519,Vroom is the first time I had the best cha- is the norm in a way to the point is a great rapper in the game brbr👇🛑 bDONT MAKE THIS BLUE/b 🛑
250,❌DONT READ MY PICTURE❌,👇🛑 <b>DONT MAKE THIS BLUE</b> 🛑,2021-08-03T22:06:45Z,0,0,0.0,👇🛑 bDONT MAKE THIS BLUE/b 🛑
251,Seraphim's FORGE-MASTER,I think a <i>Shadow of Mordor</i> series would be better,2021-08-03T22:06:30Z,8,5,0.4404,I think a iShadow of Mordor/i series would be better
252,Gordon Can,Nice,2021-08-03T22:06:23Z,1,0,0.4215,Nice
